customer_id,customer_name,gender,age,home_address,zip_code,city,state,country,order_id,order_date,delivery_date,product_id,price_per_unit,quantity,product_total_price,product_type,product_name,size,colour,price,stock,description,order_day,order_month,order_year
254,Scot Billany,Male,44,4966 Lilly Estate DrApt. 570,8170,Beiermouth,Queensland,Australia,751,2021-06-20,2021-07-06,789,91,1,91,Jacket,Pullover,XL,green,114,65,"A green coloured, XL sized, Pullover Jacket",6,6,2021
265,Ianthe Magowan,Male,52,35 Baumbach HillApt. 244,5072,Lake Laurenview,Tasmania,Australia,776,2021-09-02,2021-09-27,789,91,1,91,Jacket,Pullover,XL,green,114,65,"A green coloured, XL sized, Pullover Jacket",3,9,2021
370,Hildegarde Bamlett,Agender,38,47 Stanton GroveSuite 963,9196,Abbottbury,Australian Capital Territory,Australia,879,2021-10-11,2021-10-20,789,91,3,273,Jacket,Pullover,XL,green,114,65,"A green coloured, XL sized, Pullover Jacket",0,10,2021
485,Gayleen Brookes,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia,365,2021-04-14,2021-04-25,789,91,3,273,Jacket,Pullover,XL,green,114,65,"A green coloured, XL sized, Pullover Jacket",2,4,2021
647,Malory Emmison,Male,51,118 Levi CrestApt. 495,137,Lake Nicholasfort,Australian Capital Territory,Australia,870,2021-08-01,2021-08-12,789,91,3,273,Jacket,Pullover,XL,green,114,65,"A green coloured, XL sized, Pullover Jacket",6,8,2021
1,Leanna Busson,Female,30,8606 Victoria TerraceSuite 560,5464,Johnstonhaven,Northern Territory,Australia,729,2021-02-18,2021-03-01,197,98,3,294,Shirt,Camp Collared,M,blue,112,65,"A blue coloured, M sized, Camp Collared Shirt",3,2,2021
21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,2021-05-19,2021-05-28,197,98,2,196,Shirt,Camp Collared,M,blue,112,65,"A blue coloured, M sized, Camp Collared Shirt",2,5,2021
181,Puff Newbury,Polygender,27,35 Fahey CircuitSuite 014,1017,Port Joshuaside,Northern Territory,Australia,367,2021-02-20,2021-03-19,197,98,2,196,Shirt,Camp Collared,M,blue,112,65,"A blue coloured, M sized, Camp Collared Shirt",5,2,2021
634,Channa Powley,Genderqueer,70,87 Oliver TerraceApt. 608,969,East Mackenzietown,South Australia,Australia,694,2021-04-17,2021-05-11,197,98,1,98,Shirt,Camp Collared,M,blue,112,65,"A blue coloured, M sized, Camp Collared Shirt",5,4,2021
1,Leanna Busson,Female,30,8606 Victoria TerraceSuite 560,5464,Johnstonhaven,Northern Territory,Australia,729,2021-02-18,2021-03-01,558,98,1,98,Jacket,Leather,L,violet,113,78,"A violet coloured, L sized, Leather Jacket",3,2,2021
306,Silas Stephens,Polygender,68,344 Addison PlazaApt. 998,8581,West Audreyhaven,Queensland,Australia,839,2021-09-16,2021-09-27,558,98,3,294,Jacket,Leather,L,violet,113,78,"A violet coloured, L sized, Leather Jacket",3,9,2021
929,Reba Crauford,Genderfluid,68,394 Lily HillSuite 153,2353,Beahanfurt,Northern Territory,Australia,766,2021-08-06,2021-08-15,558,98,1,98,Jacket,Leather,L,violet,113,78,"A violet coloured, L sized, Leather Jacket",4,8,2021
7,Winslow Ewbanck,Bigender,76,92 Hills Station StApt. 683,793,Masonfurt,Queensland,Australia,465,2021-05-21,2021-05-23,1118,115,3,345,Trousers,Cropped,L,violet,99,40,"A violet coloured, L sized, Cropped Trousers",4,5,2021
49,Shanna Pietrzyk,Female,56,30 Watson WayApt. 179,2511,Port Alyssa,Queensland,Australia,553,2021-03-06,2021-03-14,1118,115,2,230,Trousers,Cropped,L,violet,99,40,"A violet coloured, L sized, Cropped Trousers",5,3,2021
801,Morgana Weymouth,Female,64,843 Goodwin MewsApt. 699,3128,Blakeborough,Australian Capital Territory,Australia,820,2021-09-25,2021-10-03,1118,115,1,115,Trousers,Cropped,L,violet,99,40,"A violet coloured, L sized, Cropped Trousers",5,9,2021
854,Lisle Worthing,Female,74,8360 Poppy SummitSuite 841,6775,Walkertown,Victoria,Australia,893,2021-03-06,2021-03-14,1118,115,3,345,Trousers,Cropped,L,violet,99,40,"A violet coloured, L sized, Cropped Trousers",5,3,2021
7,Winslow Ewbanck,Bigender,76,92 Hills Station StApt. 683,793,Masonfurt,Queensland,Australia,465,2021-05-21,2021-05-23,1259,112,2,224,Trousers,Tracksuit Bottoms,XL,violet,91,60,"A violet coloured, XL sized, Tracksuit Bottoms Trousers",4,5,2021
206,Crin Johnikin,Polygender,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,28,2021-08-19,2021-09-04,1259,112,3,336,Trousers,Tracksuit Bottoms,XL,violet,91,60,"A violet coloured, XL sized, Tracksuit Bottoms Trousers",3,8,2021
640,Uriel Cottingham,Genderqueer,49,7427 Stark CrescentSuite 975,5295,Lincolnchester,Queensland,Australia,198,2021-08-31,2021-09-13,1259,112,2,224,Trousers,Tracksuit Bottoms,XL,violet,91,60,"A violet coloured, XL sized, Tracksuit Bottoms Trousers",1,8,2021
908,Kakalina Ragge,Genderqueer,42,69 Sophie PlazaSuite 598,3603,South Alexandraview,Queensland,Australia,93,2021-10-22,2021-11-11,1259,112,3,336,Trousers,Tracksuit Bottoms,XL,violet,91,60,"A violet coloured, XL sized, Tracksuit Bottoms Trousers",4,10,2021
7,Winslow Ewbanck,Bigender,76,92 Hills Station StApt. 683,793,Masonfurt,Queensland,Australia,465,2021-05-21,2021-05-23,811,117,1,117,Jacket,Shearling,S,orange,95,53,"A orange coloured, S sized, Shearling Jacket",4,5,2021
21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,664,2021-01-07,2021-01-20,811,117,1,117,Jacket,Shearling,S,orange,95,53,"A orange coloured, S sized, Shearling Jacket",3,1,2021
7,Winslow Ewbanck,Bigender,76,92 Hills Station StApt. 683,793,Masonfurt,Queensland,Australia,465,2021-05-21,2021-05-23,408,119,1,119,Shirt,Casual Slim Fit,L,blue,113,75,"A blue coloured, L sized, Casual Slim Fit Shirt",4,5,2021
461,Alina Strotton,Female,54,2501 Hackett ManorSuite 051,60,West Chasemouth,Australian Capital Territory,Australia,182,2021-02-22,2021-03-04,408,119,2,238,Shirt,Casual Slim Fit,L,blue,113,75,"A blue coloured, L sized, Casual Slim Fit Shirt",0,2,2021
7,Winslow Ewbanck,Bigender,76,92 Hills Station StApt. 683,793,Masonfurt,Queensland,Australia,465,2021-05-21,2021-05-23,1010,106,2,212,Trousers,Wool,XS,violet,111,80,"A violet coloured, XS sized, Wool Trousers",4,5,2021
290,Alia Rapinett,Male,67,7299 Madeline MeadowApt. 450,3146,West Siennaland,Tasmania,Australia,583,2021-04-07,2021-04-10,1010,106,2,212,Trousers,Wool,XS,violet,111,80,"A violet coloured, XS sized, Wool Trousers",2,4,2021
774,Ellynn Korba,Genderqueer,34,2096 Wilson MewsApt. 714,8590,West Jonathanshire,Tasmania,Australia,3,2021-10-08,2021-11-03,1010,106,2,212,Trousers,Wool,XS,violet,111,80,"A violet coloured, XS sized, Wool Trousers",4,10,2021
10,Susanetta Wilshin,Bigender,70,615 Hayley KnollSuite 454,2118,Joelburgh,Western Australia,Australia,595,2021-03-09,2021-03-29,1023,90,3,270,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers",1,3,2021
97,Dean McLarty,Female,39,6303 Nate BoulevardSuite 368,2815,North Ellabury,Northern Territory,Australia,477,2021-06-20,2021-06-26,1023,90,2,180,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers",6,6,2021
125,Lesli Pitfield,Bigender,77,617 Scarlett BoulevardApt. 858,8870,Angelinaville,Tasmania,Australia,510,2021-09-29,2021-10-01,1023,90,2,180,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers",2,9,2021
236,Anders Couvert,Non-binary,80,64 Phillips RunApt. 722,2752,East Sienna,New South Wales,Australia,178,2021-02-02,2021-02-08,1023,90,1,90,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers",1,2,2021
558,Lizette Lindro,Genderqueer,38,380 Hamish LaneApt. 098,9827,Violetfort,South Australia,Australia,768,2021-09-29,2021-10-16,1023,90,1,90,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers",2,9,2021
568,Gallard Mangan,Bigender,64,24 Jake MeadowApt. 433,9416,Chloeville,Tasmania,Australia,492,2021-07-24,2021-08-07,1023,90,1,90,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers",5,7,2021
754,Ninnetta Lammin,Bigender,74,94 Hayden LaneSuite 912,1488,Lake Jesse,New South Wales,Australia,538,2021-01-04,2021-01-26,1023,90,1,90,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers",0,1,2021
11,Michaeline McIndrew,Agender,39,96 Daniel PlaceSuite 898,7400,Georgeland,Northern Territory,Australia,560,2021-05-28,2021-06-05,144,91,2,182,Shirt,Linen,XL,red,116,47,"A red coloured, XL sized, Linen Shirt",4,5,2021
11,Michaeline McIndrew,Agender,39,96 Daniel PlaceSuite 898,7400,Georgeland,Northern Territory,Australia,560,2021-05-28,2021-06-05,590,100,2,200,Jacket,Bomber,XS,violet,90,75,"A violet coloured, XS sized, Bomber Jacket",4,5,2021
301,Elga Corgenvin,Non-binary,47,0462 Fisher TrackSuite 627,9359,New Sienna,South Australia,Australia,60,2021-02-05,2021-02-28,590,100,1,100,Jacket,Bomber,XS,violet,90,75,"A violet coloured, XS sized, Bomber Jacket",4,2,2021
398,Damiano Leyborne,Non-binary,50,6166 Durgan WayApt. 693,5497,Gabrielville,Western Australia,Australia,624,2021-03-19,2021-04-08,590,100,2,200,Jacket,Bomber,XS,violet,90,75,"A violet coloured, XS sized, Bomber Jacket",4,3,2021
830,Gertrudis Pergens,Male,46,653 Jones AvenueApt. 945,6477,New Ruby,South Australia,Australia,697,2021-07-20,2021-07-28,590,100,1,100,Jacket,Bomber,XS,violet,90,75,"A violet coloured, XS sized, Bomber Jacket",1,7,2021
872,Brendis Blackboro,Non-binary,74,17 Beatty Station StApt. 918,7892,West Lukeshire,New South Wales,Australia,782,2021-03-07,2021-03-23,590,100,2,200,Jacket,Bomber,XS,violet,90,75,"A violet coloured, XS sized, Bomber Jacket",6,3,2021
12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,2021-06-19,2021-07-01,770,91,1,91,Jacket,Pullover,XS,red,114,54,"A red coloured, XS sized, Pullover Jacket",5,6,2021
77,Angela Kester,Male,62,63 Tremblay BoulevardApt. 688,1102,Chloeville,South Australia,Australia,489,2021-08-30,2021-09-21,770,91,2,182,Jacket,Pullover,XS,red,114,54,"A red coloured, XS sized, Pullover Jacket",0,8,2021
364,Konstantin Kuhlmey,Polygender,28,3463 Joshua SummitApt. 971,2506,Swiftfort,New South Wales,Australia,290,2021-08-01,2021-08-16,770,91,3,273,Jacket,Pullover,XS,red,114,54,"A red coloured, XS sized, Pullover Jacket",6,8,2021
567,Andi Kettleson,Female,39,3767 Mackenzie Estate DrApt. 877,7008,East Piper,Northern Territory,Australia,88,2021-07-19,2021-08-15,770,91,2,182,Jacket,Pullover,XS,red,114,54,"A red coloured, XS sized, Pullover Jacket",0,7,2021
12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,2021-06-19,2021-07-01,516,102,2,204,Jacket,Windbreaker,S,indigo,109,62,"A indigo coloured, S sized, Windbreaker Jacket",5,6,2021
628,Frayda Simonini,Non-binary,75,774 Christiansen StreetSuite 261,2197,West Sophie,Northern Territory,Australia,224,2021-07-07,2021-08-02,516,102,3,306,Jacket,Windbreaker,S,indigo,109,62,"A indigo coloured, S sized, Windbreaker Jacket",2,7,2021
691,Silvie Bortol,Genderfluid,73,90 Fisher RoadSuite 844,1499,Abigailshire,New South Wales,Australia,652,2021-03-09,2021-03-27,516,102,2,204,Jacket,Windbreaker,S,indigo,109,62,"A indigo coloured, S sized, Windbreaker Jacket",1,3,2021
789,Bone Perche,Genderqueer,36,638 Thomas ManorApt. 038,1438,Aliceland,Western Australia,Australia,903,2021-01-05,2021-01-21,516,102,2,204,Jacket,Windbreaker,S,indigo,109,62,"A indigo coloured, S sized, Windbreaker Jacket",1,1,2021
12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,2021-06-19,2021-07-01,989,106,2,212,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers",5,6,2021
155,Myrle Kelby,Male,80,85 Charles MallSuite 424,7841,Port Sophia,New South Wales,Australia,430,2021-02-08,2021-03-01,989,106,1,106,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers",0,2,2021
501,Archibaldo Taffurelli,Genderqueer,73,457 Evans View RdApt. 385,2482,Kiehnchester,Tasmania,Australia,579,2021-03-28,2021-04-20,989,106,2,212,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers",6,3,2021
727,Herschel Verdey,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,153,2021-10-21,2021-11-17,989,106,2,212,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers",3,10,2021
745,Lindy Saltrese,Non-binary,31,15 Bruen SummitApt. 152,526,North Matthewfort,Northern Territory,Australia,419,2021-10-20,2021-11-10,989,106,3,318,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers",2,10,2021
783,Gusty Smallacombe,Female,49,49 Lily RidgeSuite 143,4250,North Avabury,South Australia,Australia,568,2021-01-09,2021-01-22,989,106,2,212,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers",5,1,2021
12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,2021-06-19,2021-07-01,407,119,2,238,Shirt,Casual Slim Fit,M,blue,113,61,"A blue coloured, M sized, Casual Slim Fit Shirt",5,6,2021
260,Whitney Scarman,Female,27,01 D'amore ManorSuite 692,3012,Trompview,Tasmania,Australia,30,2021-07-07,2021-07-26,407,119,2,238,Shirt,Casual Slim Fit,M,blue,113,61,"A blue coloured, M sized, Casual Slim Fit Shirt",2,7,2021
551,Theodor Skipton,Bigender,68,48 Mikayla IslandApt. 883,591,Declanton,South Australia,Australia,424,2021-03-13,2021-03-18,407,119,1,119,Shirt,Casual Slim Fit,M,blue,113,61,"A blue coloured, M sized, Casual Slim Fit Shirt",5,3,2021
567,Andi Kettleson,Female,39,3767 Mackenzie Estate DrApt. 877,7008,East Piper,Northern Territory,Australia,88,2021-07-19,2021-08-15,407,119,1,119,Shirt,Casual Slim Fit,M,blue,113,61,"A blue coloured, M sized, Casual Slim Fit Shirt",0,7,2021
739,Kristel Klaaassen,Female,57,09 Jesse ParadeApt. 250,1335,East Matthewville,New South Wales,Australia,650,2021-01-02,2021-01-15,407,119,2,238,Shirt,Casual Slim Fit,M,blue,113,61,"A blue coloured, M sized, Casual Slim Fit Shirt",5,1,2021
898,Jillian Sauven,Bigender,41,99 Sophia TrailApt. 477,3377,Angelinaport,New South Wales,Australia,886,2021-09-22,2021-10-18,407,119,3,357,Shirt,Casual Slim Fit,M,blue,113,61,"A blue coloured, M sized, Casual Slim Fit Shirt",2,9,2021
12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,2021-06-19,2021-07-01,840,113,2,226,Trousers,Chinos,XS,red,100,69,"A red coloured, XS sized, Chinos Trousers",5,6,2021
20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,641,2021-03-10,2021-03-22,840,113,3,339,Trousers,Chinos,XS,red,100,69,"A red coloured, XS sized, Chinos Trousers",2,3,2021
12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,2021-06-19,2021-07-01,185,98,2,196,Shirt,Camp Collared,XS,yellow,112,55,"A yellow coloured, XS sized, Camp Collared Shirt",5,6,2021
611,Conny Chowne,Female,67,09 Christopher View RdApt. 739,505,West Hayleyhaven,New South Wales,Australia,559,2021-03-03,2021-03-15,185,98,3,294,Shirt,Camp Collared,XS,yellow,112,55,"A yellow coloured, XS sized, Camp Collared Shirt",2,3,2021
936,Mart Naismith,Genderfluid,77,562 Mann MeadowApt. 977,2372,Huelfort,Australian Capital Territory,Australia,128,2021-10-13,2021-11-09,185,98,1,98,Shirt,Camp Collared,XS,yellow,112,55,"A yellow coloured, XS sized, Camp Collared Shirt",2,10,2021
12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,2021-06-19,2021-07-01,653,93,3,279,Jacket,Coach,L,blue,115,80,"A blue coloured, L sized, Coach Jacket",5,6,2021
88,Kendall Jakubski,Male,78,331 Leah Station StSuite 445,3111,Port Liam,South Australia,Australia,866,2021-04-11,2021-04-21,653,93,2,186,Jacket,Coach,L,blue,115,80,"A blue coloured, L sized, Coach Jacket",6,4,2021
338,Eve Stutard,Female,75,899 Lynch LaneSuite 349,2652,Monahanberg,New South Wales,Australia,831,2021-08-04,2021-08-20,653,93,2,186,Jacket,Coach,L,blue,115,80,"A blue coloured, L sized, Coach Jacket",2,8,2021
12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,2021-06-19,2021-07-01,1194,105,1,105,Trousers,Pleated,XL,red,90,58,"A red coloured, XL sized, Pleated Trousers",5,6,2021
643,Pietro Duling,Female,36,575 Olson MallApt. 344,3478,Shieldschester,Tasmania,Australia,745,2021-03-21,2021-04-01,1194,105,1,105,Trousers,Pleated,XL,red,90,58,"A red coloured, XL sized, Pleated Trousers",6,3,2021
736,Delia Mably,Female,55,18 Eve LaneApt. 011,2962,Doylebury,Victoria,Australia,934,2021-04-03,2021-04-21,1194,105,1,105,Trousers,Pleated,XL,red,90,58,"A red coloured, XL sized, Pleated Trousers",5,4,2021
767,Waylin Gasson,Genderqueer,37,69 Sebastian Estate DrSuite 727,6349,West Kai,South Australia,Australia,529,2021-01-10,2021-01-19,1194,105,2,210,Trousers,Pleated,XL,red,90,58,"A red coloured, XL sized, Pleated Trousers",6,1,2021
13,Marabel Swinfon,Male,42,16 Kuhn LoopSuite 442,6170,Maddisonmouth,Queensland,Australia,398,2021-09-28,2021-10-13,503,102,1,102,Jacket,Windbreaker,L,yellow,109,70,"A yellow coloured, L sized, Windbreaker Jacket",1,9,2021
809,Winn Siemandl,Bigender,76,443 Holly AvenueSuite 631,8563,South Tyler,Tasmania,Australia,38,2021-02-03,2021-02-19,503,102,1,102,Jacket,Windbreaker,L,yellow,109,70,"A yellow coloured, L sized, Windbreaker Jacket",2,2,2021
13,Marabel Swinfon,Male,42,16 Kuhn LoopSuite 442,6170,Maddisonmouth,Queensland,Australia,398,2021-09-28,2021-10-13,472,118,1,118,Jacket,Puffer,M,green,110,72,"A green coloured, M sized, Puffer Jacket",1,9,2021
81,Lanny Wardale,Female,30,4870 Jackson SummitApt. 538,1915,Spencerborough,Western Australia,Australia,863,2021-05-10,2021-05-18,472,118,3,354,Jacket,Puffer,M,green,110,72,"A green coloured, M sized, Puffer Jacket",0,5,2021
102,Hurleigh Sieb,Genderfluid,32,1737 Schroeder LoopSuite 349,6848,Port Sarah,Queensland,Australia,621,2021-07-16,2021-08-07,472,118,1,118,Jacket,Puffer,M,green,110,72,"A green coloured, M sized, Puffer Jacket",4,7,2021
191,Isis Doel,Agender,76,540 Schmitt ParkwaySuite 102,5036,Grimesstad,Northern Territory,Australia,245,2021-05-06,2021-05-10,472,118,3,354,Jacket,Puffer,M,green,110,72,"A green coloured, M sized, Puffer Jacket",3,5,2021
258,Mira Heinonen,Female,62,2719 Dietrich KnollApt. 175,1252,South Declan,Queensland,Australia,381,2021-04-11,2021-05-03,472,118,3,354,Jacket,Puffer,M,green,110,72,"A green coloured, M sized, Puffer Jacket",6,4,2021
343,Violet Alwen,Non-binary,47,339 Hermann ParadeSuite 489,5805,Lake Charli,Northern Territory,Australia,528,2021-09-16,2021-10-07,472,118,3,354,Jacket,Puffer,M,green,110,72,"A green coloured, M sized, Puffer Jacket",3,9,2021
555,Kalil Thal,Polygender,77,78 Cassin SquareApt. 019,2156,Lake Jacobborough,Victoria,Australia,220,2021-10-10,2021-10-25,472,118,3,354,Jacket,Puffer,M,green,110,72,"A green coloured, M sized, Puffer Jacket",6,10,2021
692,Perceval Umbers,Bigender,20,5200 Tromp Estate DrSuite 885,4058,Laraview,Tasmania,Australia,606,2021-01-31,2021-02-08,472,118,3,354,Jacket,Puffer,M,green,110,72,"A green coloured, M sized, Puffer Jacket",6,1,2021
871,Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,145,2021-02-02,2021-02-10,472,118,3,354,Jacket,Puffer,M,green,110,72,"A green coloured, M sized, Puffer Jacket",1,2,2021
